Mod:Item:MetaData, Localized Name
cfm:counter_drawer:14, Red Kitchen Counter Drawer
cfm:counter_drawer:15, Black Kitchen Counter Drawer
cfm:dishwasher, Dishwasher
cfm:cabinet_kitchen:0, White Kitchen Cabinet
cfm:cabinet_kitchen:1, Orange Kitchen Cabinet
cfm:cabinet_kitchen:2, Magenta Kitchen Cabinet
cfm:cabinet_kitchen:3, Light Blue Kitchen Cabinet
cfm:cabinet_kitchen:4, Yellow Kitchen Cabinet
cfm:cabinet_kitchen:5, Lime Kitchen Cabinet
cfm:cabinet_kitchen:6, Pink Kitchen Cabinet
cfm:cabinet_kitchen:7, Gray Kitchen Cabinet
cfm:cabinet_kitchen:8, Light Gray Kitchen Cabinet
cfm:cabinet_kitchen:9, Cyan Kitchen Cabinet
cfm:cabinet_kitchen:10, Purple Kitchen Cabinet
cfm:cabinet_kitchen:11, Blue Kitchen Cabinet
cfm:cabinet_kitchen:12, Brown Kitchen Cabinet
cfm:cabinet_kitchen:13, Green Kitchen Cabinet
cfm:cabinet_kitchen:14, Red Kitchen Cabinet
cfm:cabinet_kitchen:15, Black Kitchen Cabinet
cfm:chopping_board, Chopping Board
cfm:bar_stool:0, White Bar Stool
cfm:bar_stool:1, Orange Bar Stool
cfm:bar_stool:2, Magenta Bar Stool
cfm:bar_stool:3, Light Blue Bar Stool
cfm:bar_stool:4, Yellow Bar Stool
cfm:bar_stool:5, Lime Bar Stool
cfm:bar_stool:6, Pink Bar Stool
cfm:bar_stool:7, Gray Bar Stool
cfm:bar_stool:8, Light Gray Bar Stool
cfm:bar_stool:9, Cyan Bar Stool
cfm:bar_stool:10, Purple Bar Stool
cfm:bar_stool:11, Blue Bar Stool
cfm:bar_stool:12, Brown Bar Stool
cfm:bar_stool:13, Green Bar Stool
cfm:bar_stool:14, Red Bar Stool
cfm:bar_stool:15, Black Bar Stool
cfm:mirror, Mirror
cfm:mantel_piece, Mantelpiece
cfm:grand_chair_bottom, Grand Chair
cfm:candle, Candle
cfm:chimney, Chimney
cfm:wreath, Wreath
cfm:fairy_light, Fairy Light
cfm:fire_pit_on, Fire Pit
cfm:trampoline, Trampoline
cfm:crate, Crate
cfm:crate_spruce, Spruce Crate
cfm:crate_birch, Birch Crate
cfm:crate_jungle, Jungle Crate
cfm:crate_acacia, Acacia Crate
cfm:crate_dark_oak, Dark Oak Crate
cfm:bench, Outdoor Bench
cfm:table_outdoor, Outdoor Table
cfm:grill, Grill
cfm:divingboard_base, Divingboard
cfm:door_mat:0, White Door Mat
cfm:door_mat:1, Orange Door Mat
cfm:door_mat:2, Magenta Door Mat
cfm:door_mat:3, Light Blue Door Mat
cfm:door_mat:4, Yellow Door Mat
cfm:door_mat:5, Lime Door Mat
cfm:door_mat:6, Pink Door Mat
cfm:door_mat:7, Gray Door Mat
cfm:door_mat:8, Light Gray Door Mat
cfm:door_mat:9, Cyan Door Mat
cfm:door_mat:10, Purple Door Mat
cfm:door_mat:11, Blue Door Mat
cfm:door_mat:12, Brown Door Mat
cfm:door_mat:13, Green Door Mat
cfm:door_mat:14, Red Door Mat
cfm:door_mat:15, Black Door Mat
cfm:esky:0, White Cooler
cfm:esky:1, Orange Cooler
cfm:esky:2, Magenta Cooler
cfm:esky:3, Light Blue Cooler
cfm:esky:4, Yellow Cooler
cfm:esky:5, Lime Cooler
cfm:esky:6, Pink Cooler
cfm:esky:7, Gray Cooler
cfm:esky:8, Light Gray Cooler
cfm:esky:9, Cyan Cooler
cfm:esky:10, Purple Cooler
cfm:esky:11, Blue Cooler
cfm:esky:12, Brown Cooler
cfm:esky:13, Green Cooler
cfm:esky:14, Red Cooler
cfm:esky:15, Black Cooler
cfm:modern_window, Modern Window
cfm:modern_sliding_door, Modern Sliding Door
cfm:light_switch_off, Light Switch
cfm:ceiling_fan, Ceiling Fan
cfm:desk_oak, Oak Desk
cfm:desk_spruce, Spruce Desk
cfm:desk_birch, Birch Desk
cfm:desk_jungle, Jungle Desk
cfm:desk_acacia, Acacia Desk
cfm:desk_dark_oak, Dark Oak Desk
cfm:desk_stone, Stone Desk
cfm:desk_granite, Granite Desk
cfm:desk_diorite, Diorite Desk
cfm:desk_andesite, Andesite Desk
cfm:desk_cabinet_oak, Oak Desk Cabinet
cfm:desk_cabinet_spruce, Spruce Desk Cabinet
cfm:desk_cabinet_birch, Birch Desk Cabinet
cfm:desk_cabinet_jungle, Jungle Desk Cabinet
cfm:desk_cabinet_acacia, Acacia Desk Cabinet
cfm:desk_cabinet_dark_oak, Dark Oak Desk Cabinet
cfm:desk_cabinet_stone, Stone Desk Cabinet
cfm:desk_cabinet_granite, Granite Desk Cabinet
cfm:desk_cabinet_diorite, Diorite Desk Cabinet
cfm:desk_cabinet_andesite, Andesite Desk Cabinet
cfm:digital_clock:0, Digital Clock
cfm:digital_clock:1, Digital Clock
cfm:digital_clock:2, Digital Clock
cfm:digital_clock:3, Digital Clock
cfm:digital_clock:4, Digital Clock
cfm:digital_clock:5, Digital Clock
cfm:digital_clock:6, Digital Clock
cfm:digital_clock:7, Digital Clock
cfm:digital_clock:8, Digital Clock
cfm:digital_clock:9, Digital Clock
cfm:digital_clock:10, Digital Clock
cfm:digital_clock:11, Digital Clock
cfm:digital_clock:12, Digital Clock
cfm:digital_clock:13, Digital Clock
cfm:digital_clock:14, Digital Clock
cfm:digital_clock:15, Digital Clock
cfm:modern_tv, Modern TV
cfm:photo_frame:0, White Photo Frame
cfm:photo_frame:1, Orange Photo Frame
cfm:photo_frame:2, Magenta Photo Frame
cfm:photo_frame:3, Light Blue Photo Frame
cfm:photo_frame:4, Yellow Photo Frame
cfm:photo_frame:5, Lime Photo Frame
cfm:photo_frame:6, Pink Photo Frame
cfm:photo_frame:7, Gray Photo Frame
cfm:photo_frame:8, Light Gray Photo Frame
cfm:photo_frame:9, Cyan Photo Frame
cfm:photo_frame:10, Purple Photo Frame
cfm:photo_frame:11, Blue Photo Frame
cfm:photo_frame:12, Brown Photo Frame
cfm:photo_frame:13, Green Photo Frame
cfm:photo_frame:14, Red Photo Frame
cfm:photo_frame:15, Black Photo Frame
cfm:modern_couch:0, White Modern Couch
cfm:modern_couch:1, Orange Modern Couch
cfm:modern_couch:2, Magenta Modern Couch
cfm:modern_couch:3, Light Blue Modern Couch
cfm:modern_couch:4, Yellow Modern Couch
cfm:modern_couch:5, Lime Modern Couch
cfm:modern_couch:6, Pink Modern Couch
cfm:modern_couch:7, Gray Modern Couch
cfm:modern_couch:8, Light Gray Modern Couch
cfm:modern_couch:9, Cyan Modern Couch
cfm:modern_couch:10, Purple Modern Couch
cfm:modern_couch:11, Blue Modern Couch
cfm:modern_couch:12, Brown Modern Couch
cfm:modern_couch:13, Green Modern Couch
cfm:modern_couch:14, Red Modern Couch
cfm:modern_couch:15, Black Modern Couch
cfm:modern_table, Modern Table
cfm:modern_chair, Modern Chair
cfm:modern_coffee_table, Modern Coffee Table
cfm:modern_table_outdoor, Modern Outdoor Table
cfm:modern_stair, Modern Stairs
cfm:modern_bed_bottom:0, White Modern Bed
cfm:modern_bed_bottom:1, Orange Modern Bed
cfm:modern_bed_bottom:2, Magenta Modern Bed
cfm:modern_bed_bottom:3, Light Blue Modern Bed
cfm:modern_bed_bottom:4, Yellow Modern Bed
cfm:modern_bed_bottom:5, Lime Modern Bed
cfm:modern_bed_bottom:6, Pink Modern Bed
cfm:modern_bed_bottom:7, Gray Modern Bed
cfm:modern_bed_bottom:8, Light Gray Modern Bed
cfm:modern_bed_bottom:9, Cyan Modern Bed
cfm:modern_bed_bottom:10, Purple Modern Bed
cfm:modern_bed_bottom:11, Blue Modern Bed
cfm:modern_bed_bottom:12, Brown Modern Bed
cfm:modern_bed_bottom:13, Green Modern Bed
cfm:modern_bed_bottom:14, Red Modern Bed
cfm:modern_bed_bottom:15, Black Modern Bed
cfm:tv_stand, Modern TV Stand
cfm:modern_light_off, Modern Light
cfm:upgraded_fence_oak, Oak Upgraded Fence
cfm:upgraded_fence_spruce, Spruce Upgraded Fence
cfm:upgraded_fence_birch, Birch Upgraded Fence
cfm:upgraded_fence_jungle, Jungle Upgraded Fence
cfm:upgraded_fence_acacia, Acacia Upgraded Fence
cfm:upgraded_fence_dark_oak, Dark Oak Upgraded Fence
cfm:upgraded_fence_nether_brick, Nether Brick Upgraded Fence
cfm:upgraded_gate_oak, Oak Upgraded Gate
cfm:upgraded_gate_spruce, Spruce Upgraded Gate
cfm:upgraded_gate_birch, Birch Upgraded Gate
cfm:upgraded_gate_jungle, Jungle Upgraded Gate
cfm:upgraded_gate_acacia, Acacia Upgraded Gate
cfm:upgraded_gate_dark_oak, Dark Oak Upgraded Gate
cfm:park_bench_oak, Oak Park Bench
cfm:park_bench_spruce, Spruce Park Bench
cfm:park_bench_birch, Birch Park Bench
cfm:park_bench_jungle, Jungle Park Bench
cfm:park_bench_acacia, Acacia Park Bench
cfm:park_bench_dark_oak, Dark Oak Park Bench
cfm:inflatable_castle:0, Inflatable Castle
cfm:inflatable_castle:1, Inflatable Castle
cfm:inflatable_castle:2, Inflatable Castle
cfm:inflatable_castle:3, Inflatable Castle
cfm:inflatable_castle:4, Inflatable Castle
cfm:inflatable_castle:5, Inflatable Castle
cfm:inflatable_castle:6, Inflatable Castle
cfm:inflatable_castle:7, Inflatable Castle
cfm:inflatable_castle:8, Inflatable Castle
cfm:inflatable_castle:9, Inflatable Castle
cfm:inflatable_castle:10, Inflatable Castle
cfm:inflatable_castle:11, Inflatable Castle
cfm:inflatable_castle:12, Inflatable Castle
cfm:inflatable_castle:13, Inflatable Castle
cfm:inflatable_castle:14, Inflatable Castle
cfm:inflatable_castle:15, Inflatable Castle
cfm:castle_netting, Castle Netting
cfm:item_flesh, Flesh
cfm:item_flesh_cooked, Cooked Flesh
cfm:item_cool_pack, Cooling Pack
cfm:item_hammer, Hammer
cfm:item_envelope, Envelope
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, Package
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, Ink Cartridge
cfm:item_bread_slice, Bread Slice
cfm:item_toast, Toast
cfm:item_knife, Knife
cfm:item_cup, Cup
cfm:item_drink, item.item_drink.name
cfm:item_soap, Soap
cfm:item_soap_water, Soapy Water
cfm:item_super_soap_water, Super Soapy Water
cfm:item_recipe_book, Recipe Book
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, Chopped Log
cfm:item_spatula, Spatula
cfm:item_sausage, Sausage
cfm:item_sausage_cooked, Cooked Sausage
cfm:item_kebab, Raw Kebab
cfm:item_kebab_cooked, Cooked Kebab
cfm:item_crow_bar, Freeman's Crowbar
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, TV Remote
hooked:hook:0, Wooden Hook
hooked:hook:1, Iron Hook
hooked:hook:2, Diamond Hook
hooked:hook:3, Red Hook
hooked:hook:4, Ender Hook
hooked:microcrafting:0, Plant Fiber
hooked:microcrafting:1, Rope
hooked:microcrafting:2, Iron Chain Link
hooked:microcrafting:3, Iron Chain
immersivecables:coil_block:0, Fluix Coil Block
immersivecables:coil_block:1, Dense Fluix Coil Block
immersivecables:coil_block:2, Quartz Fiber Coil Block
immersivecables:coil_block:3, Refined Fiber Coil Block
immersivecables:wire_coil:0, Fluix Wire Coil
immersivecables:wire_coil:1, Dense Fluix Wire Coil
immersivecables:wire_coil:2, Quartz Fiber Wire Coil
immersivecables:wire_coil:3, Refined Fiber Wire Coil
immersivecables:transformer_fluix:0, Fluix Transformer
immersivecables:transformer_fluix:1, Dense Fluix Transformer
immersivecables:relay_fluix:0, Fluix Wire Relay
immersivecables:relay_fluix:1, Dense Fluix Wire Relay
immersivecables:connector_quartz, Quartz Fiber Connector
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
industrialmeat:raw_meat_ingot, Raw Meat Ingot
industrialmeat:cooked_meat_ingot, Meat Ingot
industrialmeat:raw_meat_nugget, Raw Meat Nugget
industrialmeat:cooked_meat_block, Cooked Meat Block
industrialmeat:raw_meat_block, Raw Meat Block
industrialmeat:meat_packer, Meat Packer
industrialrenewal:chunk_hematite, Hematite Chunk
industrialrenewal:prospecting_pan, Prospecting Pan
industrialrenewal:ir_manual, Industrial Renewal Manual
industrialrenewal:ingot_steel, Steel Ingot
industrialrenewal:sponge_iron, Sponge Iron
industrialrenewal:screwdrive, Powered Screwdrive
industrialrenewal:cart_linkable, item.industrialrenewal.cart_linkable.name
industrialrenewal:steel_saw, Steel Saw
industrialrenewal:cargo_container, Cargo Cart
industrialrenewal:cart_hopper, Bulk Cargo Cart
industrialrenewal:fluid_container, Fluid Tank Cart
industrialrenewal:steam_locomotive, Steam Locomotive (WIP)
industrialrenewal:log_cart, Log Cart
industrialrenewal:passenger_car, Passenger Cart
industrialrenewal:minecart_flat, Flat Cart
industrialrenewal:tender, Tender
industrialrenewal:small_slab, Small Slab
industrialrenewal:stick_iron, Iron Rod
industrialrenewal:stick_steel, Steel Rod
industrialrenewal:medkit, MedKit
industrialrenewal:item_fire_extinguisher, Fire Extinguisher
industrialrenewal:safety_helmet, Safety Helmet
industrialrenewal:safety_belt, Safety Belt
industrialrenewal:record_royal_entrance, Music Disc
industrialrenewal:plow_iron, Iron Snow Plow (WIP)
industrialrenewal:cartridge_plus, Redstone Cartridge Plus
industrialrenewal:cartridge_minus, Redstone Cartridge Minus
industrialrenewal:cartridge_half, Redstone Cartridge Half
industrialrenewal:cartridge_double, Redstone Cartridge Double
industrialrenewal:cartridge_inverter, Redstone Cartridge Inverter
industrialrenewal:coil_hv, Ultra-HV Wire Coil
industrialrenewal:pointer, item.industrialrenewal.pointer.name
industrialrenewal:limiter, item.industrialrenewal.limiter.name
industrialrenewal:pointer_long, item.industrialrenewal.pointer_long.name
industrialrenewal:bar_level, item.industrialrenewal.bar_level.name
industrialrenewal:fire, item.industrialrenewal.fire.name
industrialrenewal:barrel_item, Barrel
industrialrenewal:firebox_solid, Firebox for Solid Fuel
industrialrenewal:firebox_fluid, Firebox for Liquid Fuel
industrialrenewal:battery, Battery
industrialrenewal:battery_lithium, Lithium Battery
industrialrenewal:motor, Motor
industrialrenewal:small_wind_blade, Wind Generator Blades
industrialrenewal:drill_steel, Steel Drill
industrialrenewal:drill_diamond, Diamond Drill
industrialrenewal:drill_deep, Deep Drill
industrialrenewal:fluid_loader_arm, item.industrialrenewal.fluid_loader_arm.name
industrialrenewal:rotary_drum, item.industrialrenewal.rotary_drum.name
industrialrenewal:lathecutter, item.industrialrenewal.lathecutter.name
industrialrenewal:indicator_on, item.industrialrenewal.indicator_on.name
industrialrenewal:indicator_off, item.industrialrenewal.indicator_off.name
industrialrenewal:switch_on, item.industrialrenewal.switch_on.name
industrialrenewal:switch_off, item.industrialrenewal.switch_off.name
industrialrenewal:push_button, item.industrialrenewal.push_button.name
industrialrenewal:label_5, item.industrialrenewal.label_5.name
industrialrenewal:disc_r, item.industrialrenewal.disc_r.name
industrialrenewal:regen_wand, Wand of Deep Vein Search
industrialrenewal:orevein_hematite, Hematite
industrialrenewal:block_hazard, Physical Hazard
industrialrenewal:aisle_hazard, Housekeeping and Aisle Hazard
industrialrenewal:caution_hazard, Traffic and Caution Hazard
industrialrenewal:defective_hazard, Defective Machinery Hazard
industrialrenewal:fire_hazard, Fire Prevention Hazard
industrialrenewal:radiation_hazard, Radiation Hazard
industrialrenewal:safety_hazard, Safety and First Aid Hazard
industrialrenewal:concrete, Concrete
industrialrenewal:block_steel, Block of Steel
industrialrenewal:platform, Platform
industrialrenewal:roof, Roof
industrialrenewal:frame, Rail Frame
industrialrenewal:catwalk_hatch, Hatch
industrialrenewal:bunker_hatch, Bunker Hatch
industrialrenewal:window, Windows
industrialrenewal:catwalk, Catwalk
industrialrenewal:handrail, Handrail
industrialrenewal:catwalk_stair, Stair
industrialrenewal:catwalk_ladder, Caged Ladder
industrialrenewal:catwalk_gate, Catwalk Gate
industrialrenewal:catwalk_pillar, Pillar
industrialrenewal:catwalk_column, Column
industrialrenewal:brace, Brace Beam
industrialrenewal:catwalk_steel, Steel Catwalk
industrialrenewal:handrail_steel, Steel Handrail
industrialrenewal:catwalk_stair_steel, Steel Stair
industrialrenewal:catwalk_ladder_steel, Caged Steel Ladder
industrialrenewal:catwalk_steel_pillar, Steel Pillar
industrialrenewal:catwalk_column_steel, Steel Column
industrialrenewal:brace_steel, Steel Brace Beam
industrialrenewal:lathe, Lathe Machine
industrialrenewal:alarm, Industrial Alarm
industrialrenewal:entity_detector, Entity Detector
industrialrenewal:flame_detector, Flame Detector
industrialrenewal:sensor_rain, Rain Sensor
industrialrenewal:fuse_box, Fuse Box
industrialrenewal:conduit_extension, Fuse Box Extension
industrialrenewal:conduit_connector, Redstone Fuse Box Connector
industrialrenewal:signal_indicator, Signal Indicator
industrialrenewal:traffic_light, Traffic Light
industrialrenewal:firstaid_kit, First-aid Box
industrialrenewal:record_player, Multi Record Player
industrialrenewal:locker, Locker
industrialrenewal:bunkbed, Bunk Bed
industrialrenewal:gutter, Gutter
industrialrenewal:block_chimney, Chimney
industrialrenewal:scaffold, Scaffold
industrialrenewal:electric_fence, Electric Fence
industrialrenewal:fence_big_column, Big Fence Column
industrialrenewal:fence_big_corner, Big Fence Corner
industrialrenewal:fence_big_corner_inner, Big Fence Inner Corner
industrialrenewal:wall_concrete, Concrete Wall
industrialrenewal:fence_big_wire, Big Fence Wire
industrialrenewal:electric_gate, Electric Gate
industrialrenewal:razor_wire, Razor Wire
industrialrenewal:dam_intake, Dam Intake
industrialrenewal:dam_outflow, Dam OutFlow
industrialrenewal:sign_hv, Hazard Sign
industrialrenewal:fluorescent, Fluorescent Light
industrialrenewal:light, External Light
industrialrenewal:industrial_floor, Industrial Floor
industrialrenewal:isolator_hv, Ultra-HV Isolator
industrialrenewal:energy_cable_lv, Energy Cable LV
industrialrenewal:energy_cable, Energy Cable MV
industrialrenewal:energy_cable_hv, Energy Cable HV
industrialrenewal:cable_tray, Cable Tray
industrialrenewal:fluid_pipe, Fluid Pipe
industrialrenewal:energy_switch, Energy Breaker
industrialrenewal:valve_pipe_large, Fluid Valve
industrialrenewal:infinity_generator, Creative Infinity §mScam§r §fEnergy Generator
industrialrenewal:solar_panel, Basic Solar Panel
industrialrenewal:solar_panel_frame, Solar Panel Frame
industrialrenewal:small_wind_turbine, Wind Turbine
industrialrenewal:small_wind_turbine_pillar, Wind Turbine Pillar
industrialrenewal:portable_generator, Portable Generator
industrialrenewal:normal_rail, Rail
industrialrenewal:booster_rail, Booster Rail
industrialrenewal:crossing_rail, Crossing Rail
industrialrenewal:detector_rail, Detector Rail
industrialrenewal:rail_loader, Transfer Rail
industrialrenewal:rail_gate, Rail Gate
industrialrenewal:buffer_stop_rail, Buffer Stop Rail
industrialrenewal:cargo_loader, Cargo Cart Transfer
industrialrenewal:fluid_loader, Fluid Cart Transfer
industrialrenewal:fluid_gauge, Fluid Gauge
industrialrenewal:energy_level, Energy Level Indicator
industrialrenewal:button_red, Emergency Button
industrialrenewal:battery_bank, Battery Bank
industrialrenewal:electric_pump, Electric Pump
industrialrenewal:trash, Trash Bin
industrialrenewal:transformer_hv, Ultra-HV Transformer
industrialrenewal:dam_turbine, Dam Turbine
industrialrenewal:dam_generator, Dam Generator
industrialrenewal:dam_axis, Turbine Shaft
industrialrenewal:high_pressure_pipe, High Pressure Pipe
industrialrenewal:fluid_tank, Fluid Tank
industrialrenewal:ind_battery_bank, Industrial Battery Bank
industrialrenewal:storage_rack, Storage Rack (Crate)
industrialrenewal:storage_chest, Storage Rack (Chest)
industrialrenewal:steam_boiler, Steam Boiler
industrialrenewal:steam_turbine, Steam Turbine
industrialrenewal:mining, Mining Drill
industrialrenewal:eotm, Employee of the Month Award
industrialrenewal:eotm_andrboot, Employee of the Month (andrboot)
industrialrenewal:eotm_ic2exp, Employee of the Month (ic2exp)
industrialrenewal:chunk_loader, Chunk Loader
industrialrenewal:conveyor_bulk, Bulk Conveyor
industrialrenewal:steam, Steam
matteroverdrive:dilithium_ore, Dilithium Ore
matteroverdrive:tritanium_ore, Tritanium Ore
matteroverdrive:tritanium_block, Tritanium Block
matteroverdrive:machine_hull, Machine Hull
matteroverdrive:decomposer, Matter Decomposer
matteroverdrive:matter_recycler, Matter Recycler
matteroverdrive:replicator, Matter Replicator
matteroverdrive:matter_pipe, Plasma Conduit
matteroverdrive:heavy_matter_pipe, High Flow EPS Conduit
matteroverdrive:network_pipe, Optical Data Line
matteroverdrive:network_router, Matter Network Router
matteroverdrive:matter_analyzer, Matter Analyzer
matteroverdrive:pattern_monitor, Pattern Monitor
matteroverdrive:pattern_storage, Isolinear Node Storage Assembly
matteroverdrive:network_switch, Matter Network Switch
matteroverdrive:solar_panel, Solar Panel
matteroverdrive:gravitational_anomaly, Gravitational Anomaly
matteroverdrive:gravitational_stabilizer, Gravitational Stabilizer
matteroverdrive:fusion_reactor_controller, Fusion Reactor Controller
matteroverdrive:fusion_reactor_coil, Fusion Reactor Coil
matteroverdrive:fusion_reactor_io, Fusion Reactor IO
matteroverdrive:matter_plasma, tile.null.name
matteroverdrive:molten_tritanium, tile.null.name
matteroverdrive:tritanium_crate, Tritanium Crate
matteroverdrive:tritanium_crate_white, White Tritanium Crate
matteroverdrive:tritanium_crate_orange, Orange Tritanium Crate
matteroverdrive:tritanium_crate_magenta, Magenta Tritanium Crate
matteroverdrive:tritanium_crate_light_blue, Light Blue Tritanium Crate
matteroverdrive:tritanium_crate_yellow, Yellow Tritanium Crate
matteroverdrive:tritanium_crate_lime, Lime Tritanium Crate
matteroverdrive:tritanium_crate_pink, Pink Tritanium Crate
matteroverdrive:tritanium_crate_gray, Gray Tritanium Crate
matteroverdrive:tritanium_crate_silver, Light Gray Tritanium Crate
matteroverdrive:tritanium_crate_cyan, Cyan Tritanium Crate
matteroverdrive:tritanium_crate_purple, Purple Tritanium Crate
matteroverdrive:tritanium_crate_blue, Blue Tritanium Crate
matteroverdrive:tritanium_crate_brown, Brown Tritanium Crate
matteroverdrive:tritanium_crate_green, Green Tritanium Crate
matteroverdrive:tritanium_crate_red, Red Tritanium Crate
matteroverdrive:tritanium_crate_black, Black Tritanium Crate
matteroverdrive:inscriber, Molecular Inscriber
matteroverdrive:contract_market, Contract Market
matteroverdrive:android_spawner, Rogue Android Spawner
matteroverdrive:spacetime_accelerator, Space-Time Accelerator
matteroverdrive:pylon, Dimensional Pylon
matteroverdrive:transporter, Transporter
matteroverdrive:star_map, Star Map
matteroverdrive:holo_sign, Holographic Sign
matteroverdrive:weapon_station, Weapon Station
matteroverdrive:android_station, Android Station
matteroverdrive:charging_station, Unimatrix Regeneration Alcove
matteroverdrive:decorative.stripes, Yellow Stripes
matteroverdrive:decorative.coils, Coils
matteroverdrive:decorative.clean, Tritanium Smooth Plate
matteroverdrive:decorative.vent.dark, Dark Vent
matteroverdrive:decorative.vent.bright, Vent
matteroverdrive:decorative.holo_matrix, Holographic Matrix
matteroverdrive:decorative.tritanium_plate, Tritanium Plate
matteroverdrive:decorative.tritanium_plate_stripe, Tritanium Plate Guided
matteroverdrive:decorative.carbon_fiber_plate, Carbon Fiber Plate
matteroverdrive:decorative.matter_tube, Matter Tube
matteroverdrive:decorative.beams, Tritanium Grate
matteroverdrive:decorative.floor_tiles, Floor Tiles
matteroverdrive:decorative.floor_tile_white, White Floor Tiles
matteroverdrive:decorative.floor_tiles_green, Green Floor Tiles
matteroverdrive:decorative.floor_noise, Linoleum Floor
matteroverdrive:decorative.white_plate, Soft Wall Plates
matteroverdrive:decorative.separator, Tritanium Rail
matteroverdrive:decorative.tritanium_lamp, Tritanium Lamp
matteroverdrive:decorative.tritanium_plate_colored, Colored Tritanium Plate
matteroverdrive:decorative.engine_exhaust_plasma, Engine Exhaust Plasma
matteroverdrive:microwave, Microwave
matteroverdrive:industrial_glass, Industrial Glass
matteroverdrive:bounding_box, Bounding Block
matteroverdrive:dilithium_crystal, Dilithium Crystal
matteroverdrive:tritanium_ingot, Tritanium Ingot
matteroverdrive:tritanium_nugget, Tritanium Nugget
matteroverdrive:tritanium_dust, Synthetic Tritanium Dust
matteroverdrive:tritanium_plate, Tritanium Plate
matteroverdrive:matter_dust, Matter Dust
matteroverdrive:matter_dust_refined, Refined Matter Dust
matteroverdrive:android_pill:0, Red Pill
matteroverdrive:android_pill:1, Blue Pill
matteroverdrive:android_pill:2, Yellow Pill
matteroverdrive:emergency_ration, Emergency Ration
matteroverdrive:earl_gray_tea, Tea. Earl Grey. Hot.
matteroverdrive:romulan_ale, Romulan Ale
matteroverdrive:battery, Neodymium Power Cell
matteroverdrive:hc_battery, Krellide Power Cell
matteroverdrive:creative_battery, Creative Battery
matteroverdrive:matter_container, item.matteroverdrive.matter_container.name
matteroverdrive:me_conversion_matrix, Matter-Energy Conversion Matrix
matteroverdrive:h_compensator, Heisenberg Compensator
matteroverdrive:integration_matrix, Integration Matrix
matteroverdrive:machine_casing, Machine Casing
matteroverdrive:s_magnet, Superconductor Magnet
matteroverdrive:isolinear_circuit:0, Isolinear Circuit Mk1
matteroverdrive:isolinear_circuit:1, Isolinear Circuit Mk2
matteroverdrive:isolinear_circuit:2, Isolinear Circuit Mk3
matteroverdrive:isolinear_circuit:3, Isolinear Circuit Mk4
matteroverdrive:matter:0, item.matteroverdrive.matter.name
matteroverdrive:matter:1, item.matteroverdrive.matter.name
matteroverdrive:matter:2, item.matteroverdrive.matter.name
matteroverdrive:forcefield_emitter, Multiphasic Emitter
matteroverdrive:weapon_handle, Weapon Handle
matteroverdrive:weapon_receiver, Weapon Receiver
matteroverdrive:plasma_core, Plasma Core
matteroverdrive:phaser, Phaser
matteroverdrive:phaser_rifle, Phaser Rifle
matteroverdrive:plasma_shotgun, Plasma Shotgun
matteroverdrive:ion_sniper, Ion Sniper
matteroverdrive:omni_tool, Omni Tool
matteroverdrive:weapon_module_color:0, Color Module (Red)
matteroverdrive:weapon_module_color:1, Color Module (Green)
matteroverdrive:weapon_module_color:2, Color Module (Blue)
matteroverdrive:weapon_module_color:3, Color Module (Brown)
matteroverdrive:weapon_module_color:4, Color Module (Pink)
matteroverdrive:weapon_module_color:5, Color Module (Sky Blue)
matteroverdrive:weapon_module_color:6, Color Module (Gold)
matteroverdrive:weapon_module_color:7, Color Module (Lime Green)
matteroverdrive:weapon_module_color:8, Color Module (Black)
matteroverdrive:weapon_module_color:9, Color Module (Gray)
matteroverdrive:weapon_module_barrel:0, Dilithium Focusing Matrix
matteroverdrive:weapon_module_barrel:1, Incendiary Filter
matteroverdrive:weapon_module_barrel:2, Burst Inductive Drum
matteroverdrive:weapon_module_barrel:3, Regenerative Converter
matteroverdrive:weapon_module_barrel:4, Degenerative Explosive Focusing Matrix (Doomsday)
matteroverdrive:weapon_module_barrel:5, Voxel Exaggerating Nullification Obliteration Matrix (VENOM)
matteroverdrive:sniper_scope, Sniper Scope
matteroverdrive:weapon_module_ricochet:0, Shot Rebound Module
matteroverdrive:weapon_module_holo_sights:0, item.matteroverdrive.weapon_module_holo_sights.name
matteroverdrive:tritanium_wrench, Hyperspanner
matteroverdrive:tritanium_axe, Tritanium Axe
matteroverdrive:tritanium_pickaxe, Tritanium Pickaxe
matteroverdrive:tritanium_sword, Tritanium Sword
matteroverdrive:tritanium_hoe, Tritanium Hoe
matteroverdrive:tritanium_shovel, Tritanium Shovel
matteroverdrive:tritanium_helmet, Tritanium Helmet
matteroverdrive:tritanium_chestplate, Tritanium Chestplate
matteroverdrive:tritanium_leggings, Tritanium Leggings
